mavg/room1/rhum : 1618825800944916224.000000:{"time":1618825800944053000,"value":50}
mavg/room1/temp : 1618825800944987904.000000:{"time":1618825800944053000,"value":20}
mavg/room2/temp : 1618825800945057280.000000:{"time":1618825800944053000,"value":19.3}
mavg/room2/rhum : 1618825800945300480.000000:{"time":1618825800944053000,"value":61.7}
mavg/room2/temp : 1618825801944844800.000000:{"time":1618825801944053000,"value":39}
mavg/room2/rhum : 1618825801945013248.000000:{"time":1618825801944053000,"value":121.1}
mavg/room1/rhum : 1618825801945081088.000000:{"time":1618825801944053000,"value":105.3}
mavg/room1/temp : 1618825801945245184.000000:{"time":1618825801944053000,"value":40.5}
mavg/room1/temp : 1618825802944943872.000000:{"time":1618825802944053000,"value":61.5}
mavg/room1/rhum : 1618825802945009408.000000:{"time":1618825802944053000,"value":168.4}
mavg/room2/rhum : 1618825802945032960.000000:{"time":1618825802944053000,"value":179.89999999999998}
mavg/room2/temp : 1618825802945042688.000000:{"time":1618825802944053000,"value":58.5}
mavg/room1/rhum : 1618825803944761344.000000:{"time":1618825803944053000,"value":184}
mavg/room2/temp : 1618825803944805376.000000:{"time":1618825803944053000,"value":59.8}
mavg/room2/rhum : 1618825803944824576.000000:{"time":1618825803944053000,"value":174.49999999999997}
mavg/room1/temp : 1618825803944896512.000000:{"time":1618825803944053000,"value":63}
mavg/room2/rhum : 1618825804945034752.000000:{"time":1618825804944053000,"value":178.59999999999997}
mavg/room1/rhum : 1618825804945120000.000000:{"time":1618825804944053000,"value":205.9}
mavg/room2/temp : 1618825804945131520.000000:{"time":1618825804944053000,"value":60.5}
mavg/room1/temp : 1618825804945159424.000000:{"time":1618825804944053000,"value":64.5}
mavg/room1/temp : 1618825805944858368.000000:{"time":1618825805944053000,"value":66}
mavg/room2/temp : 1618825805944994048.000000:{"time":1618825805944053000,"value":64.7}
mavg/room2/rhum : 1618825805945061888.000000:{"time":1618825805944053000,"value":181.99999999999997}
mavg/room1/rhum : 1618825805945064704.000000:{"time":1618825805944053000,"value":219.6}
mavg/room2/rhum : 1618825806944972800.000000:{"time":1618825806944053000,"value":193.79999999999995}
mavg/room1/rhum : 1618825806945084416.000000:{"time":1618825806944053000,"value":238.9}
mavg/room1/temp : 1618825806945270272.000000:{"time":1618825806944053000,"value":67.5}
mavg/room2/temp : 1618825806945290496.000000:{"time":1618825806944053000,"value":66.1}
mavg/room1/rhum : 1618825807944930816.000000:{"time":1618825807944053000,"value":242.7}
mavg/room2/rhum : 1618825807944934656.000000:{"time":1618825807944053000,"value":203.89999999999995}
mavg/room1/temp : 1618825807945041408.000000:{"time":1618825807944053000,"value":70}
mavg/room2/temp : 1618825807945078784.000000:{"time":1618825807944053000,"value":69.89999999999999}
mavg/room2/rhum : 1618825808944871680.000000:{"time":1618825808944053000,"value":214.59999999999997}
mavg/room1/rhum : 1618825808944882176.000000:{"time":1618825808944053000,"value":255.6}
mavg/room1/temp : 1618825808944950784.000000:{"time":1618825808944053000,"value":71.8}
mavg/room2/temp : 1618825808945034496.000000:{"time":1618825808944053000,"value":72.3}
